src,dst,rel,desc
기유,정사,귀인,생활에 귀인의 조력 출현. 기유-정사 상호보완 기운.
기유,정사,형,기유와 정사 사이의 내적 긴장. 심리적 피로 경계.
기유,무오,합,"새로운 인연 또는 프로젝트 결합, 사회 안정화."
기유,기미,합,토-토합기운으로 우호관계·창조적 아이디어 발동.
기유,경신,생,내면이 밝아지고 진로에 기회가 열린다.
기유,신유,생,에너지가 확장되며 진로에서 새로운 돌파구 등장.
기유,임술,극,긴장 속에서 균형을 잡을 때. 사회 변동 예상.
기유,계해,극,긴장 속에서 균형을 잡을 때. 진로 변동 예상.
경술,갑자,극,"금-목의 충돌로 현실점검 필요, 경험치가 성장한다."
경술,을축,극,긴장 속에서 균형을 잡을 때. 진로 변동 예상.
경술,병인,귀인,명예에 귀인의 조력 출현. 경술-병인 상호보완 기운.
경술,병인,충,금-화 대립으로 이동·변화 발생.
경술,정묘,충,경술와 정묘 충돌. 진로 방향 수정의 전환점.
경술,정묘,해,"피로·오해의 흐름, 관계에서 속도조절 필요."
경술,정묘,형,"형세 재편의 시기, 감정관리 중요."
경술,무진,충,기존 구조가 흔들리지만 새로운 선택의 기회.
경술,무진,해,"피로·오해의 흐름, 재정에서 속도조절 필요."
경술,무진,귀인,도움 손길이 다가오며 능률 성과 향상.
경술,기사,형,"형세 재편의 시기, 감정관리 중요."
경술,기사,충,금-토 대립으로 이동·변화 발생.
경술,기사,귀인,생활에 귀인의 조력 출현. 경술-기사 상호보완 기운.
경술,경오,합,경술와 경오의 교류로 조화로운 변화. 사회에서 협력·이익 상승.
경술,신미,합,경술와 신미의 교류로 조화로운 변화. 명예에서 협력·이익 상승.
경술,임신,생,에너지가 확장되며 명예에서 새로운 돌파구 등장.
경술,계유,생,에너지가 확장되며 사회에서 새로운 돌파구 등장.
경술,갑술,극,"금-목의 충돌로 현실점검 필요, 경험치가 성장한다."
경술,을해,극,"조율이 필요한 시기, 금이 목을 제어한다. 객관적 판단 요구."
경술,병자,형,경술와 병자 사이의 내적 긴장. 심리적 피로 경계.
경술,병자,충,기존 구조가 흔들리지만 새로운 선택의 기회.
경술,병자,해,경술와 병자의 해(害)기운. 감정 노출과 정리의 시기.
경술,병자,귀인,도움 손길이 다가오며 일상 성과 향상.
경술,정축,해,"피로·오해의 흐름, 진로에서 속도조절 필요."
경술,정축,충,기존 구조가 흔들리지만 새로운 선택의 기회.
경술,정축,형,"형세 재편의 시기, 감정관리 중요."
경술,무인,해,"피로·오해의 흐름, 사회에서 속도조절 필요."
경술,무인,형,경술와 무인 사이의 내적 긴장. 심리적 피로 경계.
경술,기묘,해,경술와 기묘의 해(害)기운. 감정 노출과 정리의 시기.
경술,기묘,귀인,재정에 귀인의 조력 출현. 경술-기묘 상호보완 기운.
경술,기묘,충,기존 구조가 흔들리지만 새로운 선택의 기회.
경술,경진,합,경술와 경진의 교류로 조화로운 변화. 사회에서 협력·이익 상승.
경술,신사,합,"새로운 인연 또는 프로젝트 결합, 사회 안정화."
경술,임오,생,에너지가 확장되며 사회에서 새로운 돌파구 등장.
경술,계미,생,내면이 밝아지고 명예에 기회가 열린다.
경술,갑신,극,"금-목의 충돌로 현실점검 필요, 경험치가 성장한다."
경술,을유,극,"금-목의 충돌로 현실점검 필요, 경험치가 성장한다."
경술,병술,귀인,좋은 인연·정보가 열려 진로 안정.
경술,병술,형,"규칙과 자유의 마찰, 관계에서 자기통제 필요."
경술,병술,충,경술와 병술 충돌. 일상 방향 수정의 전환점.
경술,정해,해,경술와 정해의 해(害)기운. 감정 노출과 정리의 시기.
경술,정해,충,금-화 대립으로 이동·변화 발생.
경술,정해,형,경술와 정해 사이의 내적 긴장. 심리적 피로 경계.
경술,무자,형,경술와 무자 사이의 내적 긴장. 심리적 피로 경계.
경술,무자,해,"피로·오해의 흐름, 직업에서 속도조절 필요."
경술,무자,귀인,도움 손길이 다가오며 일상 성과 향상.
경술,기축,귀인,사회에 귀인의 조력 출현. 경술-기축 상호보완 기운.
경술,기축,충,금-토 대립으로 이동·변화 발생.
경술,기축,해,경술와 기축의 해(害)기운. 감정 노출과 정리의 시기.
경술,경인,합,경술와 경인의 교류로 조화로운 변화. 사회에서 협력·이익 상승.
경술,신묘,합,"새로운 인연 또는 프로젝트 결합, 진로 안정화."
경술,임진,생,에너지가 확장되며 사회에서 새로운 돌파구 등장.
경술,계사,생,에너지가 확장되며 사회에서 새로운 돌파구 등장.
경술,갑오,극,"조율이 필요한 시기, 금이 목을 제어한다. 객관적 판단 요구."
경술,을미,극,긴장 속에서 균형을 잡을 때. 사회 변동 예상.
경술,병신,해,경술와 병신의 해(害)기운. 감정 노출과 정리의 시기.
경술,병신,충,경술와 병신 충돌. 관계 방향 수정의 전환점.
경술,정유,충,경술와 정유 충돌. 사회 방향 수정의 전환점.
경술,정유,형,경술와 정유 사이의 내적 긴장. 심리적 피로 경계.
경술,무술,충,금-토 대립으로 이동·변화 발생.
경술,무술,형,"규칙과 자유의 마찰, 일상에서 자기통제 필요."
경술,기해,귀인,좋은 인연·정보가 열려 명예 안정.
경술,기해,해,"피로·오해의 흐름, 재정에서 속도조절 필요."
경술,기해,충,경술와 기해 충돌. 감정 방향 수정의 전환점.
경술,경자,합,경술와 경자의 교류로 조화로운 변화. 사회에서 협력·이익 상승.
경술,신축,합,경술와 신축의 교류로 조화로운 변화. 진로에서 협력·이익 상승.
경술,임인,생,"성장과 발전의 시기, 금이 수을 북돋워 활력을 준다."
경술,계묘,생,"성장과 발전의 시기, 금이 수을 북돋워 활력을 준다."
경술,갑진,극,긴장 속에서 균형을 잡을 때. 명예 변동 예상.
경술,을사,극,"금-목의 충돌로 현실점검 필요, 경험치가 성장한다."
경술,병오,귀인,도움 손길이 다가오며 사회 성과 향상.
경술,병오,충,경술와 병오 충돌. 관계 방향 수정의 전환점.
경술,병오,형,"규칙과 자유의 마찰, 감정에서 자기통제 필요."
경술,정미,해,"피로·오해의 흐름, 명예에서 속도조절 필요."
경술,정미,귀인,직업에 귀인의 조력 출현. 경술-정미 상호보완 기운.
경술,정미,충,경술와 정미 충돌. 감정 방향 수정의 전환점.
경술,무신,충,경술와 무신 충돌. 명예 방향 수정의 전환점.
경술,무신,해,"정서적 정리와 단절, 새 순환을 준비."
경술,무신,귀인,도움 손길이 다가오며 일상 성과 향상.
경술,기유,귀인,도움 손길이 다가오며 명예 성과 향상.
경술,기유,해,"정서적 정리와 단절, 새 순환을 준비."
경술,경술,합,금-금합기운으로 우호관계·창조적 아이디어 발동.
경술,신해,합,"새로운 인연 또는 프로젝트 결합, 사회 안정화."
경술,임자,생,내면이 밝아지고 사회에 기회가 열린다.
경술,계축,생,에너지가 확장되며 진로에서 새로운 돌파구 등장.
경술,갑인,극,"금-목의 충돌로 현실점검 필요, 경험치가 성장한다."
경술,을묘,극,"조율이 필요한 시기, 금이 목을 제어한다. 객관적 판단 요구."
경술,병진,형,"규칙과 자유의 마찰, 진로에서 자기통제 필요."
경술,병진,귀인,직업에 귀인의 조력 출현. 경술-병진 상호보완 기운.
경술,병진,해,"피로·오해의 흐름, 대인관계에서 속도조절 필요."
경술,정사,충,기존 구조가 흔들리지만 새로운 선택의 기회.
경술,정사,해,"피로·오해의 흐름, 관계에서 속도조절 필요."
경술,정사,형,"규칙과 자유의 마찰, 능률에서 자기통제 필요."
경술,무오,귀인,사회에 귀인의 조력 출현. 경술-무오 상호보완 기운.
경술,무오,해,"피로·오해의 흐름, 관계에서 속도조절 필요."
경술,기미,귀인,사회에 귀인의 조력 출현. 경술-기미 상호보완 기운.
경술,기미,형,"규칙과 자유의 마찰, 재정에서 자기통제 필요."
경술,기미,충,기존 구조가 흔들리지만 새로운 선택의 기회.
경술,기미,해,"정서적 정리와 단절, 새 순환을 준비."
경술,경신,합,금-금합기운으로 우호관계·창조적 아이디어 발동.
경술,신유,합,"새로운 인연 또는 프로젝트 결합, 진로 안정화."
경술,임술,생,내면이 밝아지고 사회에 기회가 열린다.
경술,계해,생,에너지가 확장되며 진로에서 새로운 돌파구 등장.
신해,갑자,극,긴장 속에서 균형을 잡을 때. 명예 변동 예상.
신해,을축,극,"조율이 필요한 시기, 금이 목을 제어한다. 객관적 판단 요구."
신해,병인,충,금-화 대립으로 이동·변화 발생.
신해,병인,형,"형세 재편의 시기, 감정관리 중요."
신해,병인,해,신해와 병인의 해(害)기운. 감정 노출과 정리의 시기.
신해,정묘,형,신해와 정묘 사이의 내적 긴장. 심리적 피로 경계.
신해,정묘,귀인,직업에 귀인의 조력 출현. 신해-정묘 상호보완 기운.
신해,무진,형,"형세 재편의 시기, 감정관리 중요."
신해,무진,해,"피로·오해의 흐름, 재정에서 속도조절 필요."
신해,무진,충,금-토 대립으로 이동·변화 발생.
신해,기사,충,기존 구조가 흔들리지만 새로운 선택의 기회.
신해,기사,귀인,관계에 귀인의 조력 출현. 신해-기사 상호보완 기운.
신해,기사,형,"형세 재편의 시기, 감정관리 중요."
신해,경오,합,금-금합기운으로 우호관계·창조적 아이디어 발동.
신해,신미,합,신해와 신미의 교류로 조화로운 변화. 명예에서 협력·이익 상승.
신해,임신,생,에너지가 확장되며 사회에서 새로운 돌파구 등장.
신해,계유,생,에너지가 확장되며 사회에서 새로운 돌파구 등장.
신해,갑술,극,긴장 속에서 균형을 잡을 때. 진로 변동 예상.
신해,을해,극,긴장 속에서 균형을 잡을 때. 진로 변동 예상.
신해,병자,귀인,좋은 인연·정보가 열려 사회 안정.
신해,병자,해,신해와 병자의 해(害)기운. 감정 노출과 정리의 시기.
신해,정축,귀인,사회에 귀인의 조력 출현. 신해-정축 상호보완 기운.
신해,정축,해,신해와 정축의 해(害)기운. 감정 노출과 정리의 시기.
신해,정축,충,금-화 대립으로 이동·변화 발생.
신해,무인,해,신해와 무인의 해(害)기운. 감정 노출과 정리의 시기.
신해,무인,귀인,도움 손길이 다가오며 직업 성과 향상.
신해,기묘,형,신해와 기묘 사이의 내적 긴장. 심리적 피로 경계.
신해,기묘,해,"정서적 정리와 단절, 새 순환을 준비."
신해,기묘,귀인,생활에 귀인의 조력 출현. 신해-기묘 상호보완 기운.
신해,기묘,충,신해와 기묘 충돌. 일상 방향 수정의 전환점.
신해,경진,합,신해와 경진의 교류로 조화로운 변화. 사회에서 협력·이익 상승.
신해,신사,합,신해와 신사의 교류로 조화로운 변화. 명예에서 협력·이익 상승.
신해,임오,생,에너지가 확장되며 사회에서 새로운 돌파구 등장.
신해,계미,생,"성장과 발전의 시기, 금이 수을 북돋워 활력을 준다."
신해,갑신,극,"금-목의 충돌로 현실점검 필요, 경험치가 성장한다."
신해,을유,극,"금-목의 충돌로 현실점검 필요, 경험치가 성장한다."
신해,병술,형,"형세 재편의 시기, 감정관리 중요."
신해,병술,해,신해와 병술의 해(害)기운. 감정 노출과 정리의 시기.
신해,병술,충,금-화 대립으로 이동·변화 발생.
신해,정해,충,신해와 정해 충돌. 사회 방향 수정의 전환점.
신해,정해,해,"피로·오해의 흐름, 관계에서 속도조절 필요."
신해,무자,해,신해와 무자의 해(害)기운. 감정 노출과 정리의 시기.
신해,무자,형,"규칙과 자유의 마찰, 관계에서 자기통제 필요."
신해,무자,귀인,좋은 인연·정보가 열려 대인관계 안정.
신해,기축,충,기존 구조가 흔들리지만 새로운 선택의 기회.
신해,기축,해,"피로·오해의 흐름, 감정에서 속도조절 필요."
신해,기축,귀인,도움 손길이 다가오며 감정 성과 향상.
신해,경인,합,신해와 경인의 교류로 조화로운 변화. 명예에서 협력·이익 상승.
신해,신묘,합,"새로운 인연 또는 프로젝트 결합, 사회 안정화."
신해,임진,생,에너지가 확장되며 사회에서 새로운 돌파구 등장.
신해,계사,생,내면이 밝아지고 명예에 기회가 열린다.
신해,갑오,극,"조율이 필요한 시기, 금이 목을 제어한다. 객관적 판단 요구."
신해,을미,극,"조율이 필요한 시기, 금이 목을 제어한다. 객관적 판단 요구."
신해,병신,충,신해와 병신 충돌. 진로 방향 수정의 전환점.
신해,병신,해,"정서적 정리와 단절, 새 순환을 준비."
신해,병신,형,"형세 재편의 시기, 감정관리 중요."
신해,병신,귀인,감정에 귀인의 조력 출현. 신해-병신 상호보완 기운.
신해,정유,해,"피로·오해의 흐름, 진로에서 속도조절 필요."
신해,정유,형,"규칙과 자유의 마찰, 관계에서 자기통제 필요."
신해,무술,귀인,사회에 귀인의 조력 출현. 신해-무술 상호보완 기운.
신해,무술,형,"형세 재편의 시기, 감정관리 중요."
신해,기해,형,"형세 재편의 시기, 감정관리 중요."
신해,기해,귀인,좋은 인연·정보가 열려 생활 안정.
신해,경자,합,신해와 경자의 교류로 조화로운 변화. 사회에서 협력·이익 상승.
신해,신축,합,금-금합기운으로 우호관계·창조적 아이디어 발동.
신해,임인,생,에너지가 확장되며 사회에서 새로운 돌파구 등장.
신해,계묘,생,에너지가 확장되며 명예에서 새로운 돌파구 등장.
신해,갑진,극,"조율이 필요한 시기, 금이 목을 제어한다. 객관적 판단 요구."
신해,을사,극,"금-목의 충돌로 현실점검 필요, 경험치가 성장한다."
신해,병오,충,금-화 대립으로 이동·변화 발생.
신해,병오,귀인,좋은 인연·정보가 열려 관계 안정.
신해,병오,형,신해와 병오 사이의 내적 긴장. 심리적 피로 경계.
신해,병오,해,"피로·오해의 흐름, 일상에서 속도조절 필요."
신해,정미,해,"피로·오해의 흐름, 사회에서 속도조절 필요."
신해,정미,충,금-화 대립으로 이동·변화 발생.
신해,무신,충,금-토 대립으로 이동·변화 발생.
신해,무신,해,"정서적 정리와 단절, 새 순환을 준비."
신해,무신,형,신해와 무신 사이의 내적 긴장. 심리적 피로 경계.
신해,기유,해,"피로·오해의 흐름, 진로에서 속도조절 필요."
신해,기유,형,신해와 기유 사이의 내적 긴장. 심리적 피로 경계.
신해,경술,합,금-금합기운으로 우호관계·창조적 아이디어 발동.
신해,신해,합,"새로운 인연 또는 프로젝트 결합, 사회 안정화."
신해,임자,생,내면이 밝아지고 명예에 기회가 열린다.
신해,계축,생,"성장과 발전의 시기, 금이 수을 북돋워 활력을 준다."
신해,갑인,극,긴장 속에서 균형을 잡을 때. 명예 변동 예상.
신해,을묘,극,"금-목의 충돌로 현실점검 필요, 경험치가 성장한다."
신해,병진,형,"형세 재편의 시기, 감정관리 중요."
신해,병진,귀인,도움 손길이 다가오며 관계 성과 향상.
신해,병진,해,"정서적 정리와 단절, 새 순환을 준비."
신해,정사,충,금-화 대립으로 이동·변화 발생.
신해,정사,귀인,도움 손길이 다가오며 직업 성과 향상.
신해,무오,해,"정서적 정리와 단절, 새 순환을 준비."
신해,무오,형,신해와 무오 사이의 내적 긴장. 심리적 피로 경계.
신해,무오,충,신해와 무오 충돌. 생활 방향 수정의 전환점.
신해,기미,형,"형세 재편의 시기, 감정관리 중요."
신해,기미,귀인,대인관계에 귀인의 조력 출현. 신해-기미 상호보완 기운.
신해,기미,해,"피로·오해의 흐름, 일상에서 속도조절 필요."
신해,경신,합,신해와 경신의 교류로 조화로운 변화. 진로에서 협력·이익 상승.
신해,신유,합,신해와 신유의 교류로 조화로운 변화. 명예에서 협력·이익 상승.
신해,임술,생,"성장과 발전의 시기, 금이 수을 북돋워 활력을 준다."
신해,계해,생,에너지가 확장되며 진로에서 새로운 돌파구 등장.
임자,갑자,생,에너지가 확장되며 진로에서 새로운 돌파구 등장.
임자,을축,생,에너지가 확장되며 진로에서 새로운 돌파구 등장.
임자,병인,극,"조율이 필요한 시기, 수이 화을 제어한다. 객관적 판단 요구."
임자,정묘,극,긴장 속에서 균형을 잡을 때. 명예 변동 예상.
임자,무진,귀인,좋은 인연·정보가 열려 명예 안정.
임자,무진,충,임자와 무진 충돌. 관계 방향 수정의 전환점.
임자,무진,해,임자와 무진의 해(害)기운. 감정 노출과 정리의 시기.
임자,기사,귀인,좋은 인연·정보가 열려 진로 안정.
임자,기사,형,"규칙과 자유의 마찰, 재정에서 자기통제 필요."
임자,기사,해,"피로·오해의 흐름, 감정에서 속도조절 필요."
임자,경오,귀인,좋은 인연·정보가 열려 진로 안정.
임자,경오,해,"정서적 정리와 단절, 새 순환을 준비."
임자,경오,충,임자와 경오 충돌. 능률 방향 수정의 전환점.
임자,신미,해,"정서적 정리와 단절, 새 순환을 준비."
임자,신미,충,기존 구조가 흔들리지만 새로운 선택의 기회.
임자,신미,귀인,생활에 귀인의 조력 출현. 임자-신미 상호보완 기운.
임자,임신,합,임자와 임신의 교류로 조화로운 변화. 진로에서 협력·이익 상승.
임자,계유,합,임자와 계유의 교류로 조화로운 변화. 사회에서 협력·이익 상승.
임자,갑술,생,내면이 밝아지고 진로에 기회가 열린다.
임자,을해,생,내면이 밝아지고 진로에 기회가 열린다.
임자,병자,극,"수-화의 충돌로 현실점검 필요, 경험치가 성장한다."
임자,정축,극,"조율이 필요한 시기, 수이 화을 제어한다. 객관적 판단 요구."
임자,무인,해,임자와 무인의 해(害)기운. 감정 노출과 정리의 시기.
임자,무인,형,"규칙과 자유의 마찰, 직업에서 자기통제 필요."
임자,무인,충,임자와 무인 충돌. 대인관계 방향 수정의 전환점.
임자,기묘,해,"정서적 정리와 단절, 새 순환을 준비."
임자,기묘,형,"형세 재편의 시기, 감정관리 중요."
임자,기묘,충,임자와 기묘 충돌. 대인관계 방향 수정의 전환점.
임자,경진,해,"정서적 정리와 단절, 새 순환을 준비."
임자,경진,충,기존 구조가 흔들리지만 새로운 선택의 기회.
임자,신사,형,임자와 신사 사이의 내적 긴장. 심리적 피로 경계.
임자,신사,충,임자와 신사 충돌. 관계 방향 수정의 전환점.
임자,신사,해,임자와 신사의 해(害)기운. 감정 노출과 정리의 시기.
임자,임오,합,수-수합기운으로 우호관계·창조적 아이디어 발동.
임자,계미,합,수-수합기운으로 우호관계·창조적 아이디어 발동.
임자,갑신,생,에너지가 확장되며 명예에서 새로운 돌파구 등장.
임자,을유,생,에너지가 확장되며 진로에서 새로운 돌파구 등장.
임자,병술,극,"조율이 필요한 시기, 수이 화을 제어한다. 객관적 판단 요구."
임자,정해,극,"수-화의 충돌로 현실점검 필요, 경험치가 성장한다."
임자,무자,귀인,명예에 귀인의 조력 출현. 임자-무자 상호보완 기운.
임자,무자,형,"형세 재편의 시기, 감정관리 중요."
임자,기축,충,수-토 대립으로 이동·변화 발생.
임자,기축,귀인,좋은 인연·정보가 열려 관계 안정.
임자,기축,형,"형세 재편의 시기, 감정관리 중요."
임자,기축,해,"피로·오해의 흐름, 감정에서 속도조절 필요."
임자,경인,충,수-금 대립으로 이동·변화 발생.
임자,경인,해,"피로·오해의 흐름, 관계에서 속도조절 필요."
임자,경인,형,"규칙과 자유의 마찰, 생활에서 자기통제 필요."
임자,신묘,형,"형세 재편의 시기, 감정관리 중요."
임자,신묘,귀인,좋은 인연·정보가 열려 생활 안정.
임자,신묘,충,임자와 신묘 충돌. 일상 방향 수정의 전환점.
임자,임진,합,임자와 임진의 교류로 조화로운 변화. 사회에서 협력·이익 상승.
임자,계사,합,임자와 계사의 교류로 조화로운 변화. 진로에서 협력·이익 상승.
임자,갑오,생,내면이 밝아지고 진로에 기회가 열린다.
임자,을미,생,에너지가 확장되며 사회에서 새로운 돌파구 등장.
임자,병신,극,"수-화의 충돌로 현실점검 필요, 경험치가 성장한다."
임자,정유,극,"조율이 필요한 시기, 수이 화을 제어한다. 객관적 판단 요구."
임자,무술,충,임자와 무술 충돌. 진로 방향 수정의 전환점.
임자,무술,형,"형세 재편의 시기, 감정관리 중요."
임자,무술,귀인,대인관계에 귀인의 조력 출현. 임자-무술 상호보완 기운.
임자,기해,충,기존 구조가 흔들리지만 새로운 선택의 기회.
임자,기해,해,"정서적 정리와 단절, 새 순환을 준비."
임자,기해,귀인,감정에 귀인의 조력 출현. 임자-기해 상호보완 기운.
임자,경자,귀인,좋은 인연·정보가 열려 명예 안정.
임자,경자,형,"형세 재편의 시기, 감정관리 중요."
임자,신축,충,임자와 신축 충돌. 사회 방향 수정의 전환점.
임자,신축,형,임자와 신축 사이의 내적 긴장. 심리적 피로 경계.
임자,신축,귀인,능률에 귀인의 조력 출현. 임자-신축 상호보완 기운.
임자,임인,합,수-수합기운으로 우호관계·창조적 아이디어 발동.
임자,계묘,합,임자와 계묘의 교류로 조화로운 변화. 사회에서 협력·이익 상승.
임자,갑진,생,"성장과 발전의 시기, 수이 목을 북돋워 활력을 준다."
임자,을사,생,내면이 밝아지고 명예에 기회가 열린다.
임자,병오,극,"수-화의 충돌로 현실점검 필요, 경험치가 성장한다."
임자,정미,극,"조율이 필요한 시기, 수이 화을 제어한다. 객관적 판단 요구."
임자,무신,형,"형세 재편의 시기, 감정관리 중요."
임자,무신,귀인,좋은 인연·정보가 열려 직업 안정.
임자,기유,형,"규칙과 자유의 마찰, 사회에서 자기통제 필요."
임자,기유,해,임자와 기유의 해(害)기운. 감정 노출과 정리의 시기.
임자,경술,충,수-금 대립으로 이동·변화 발생.
임자,경술,귀인,도움 손길이 다가오며 재정 성과 향상.
임자,경술,형,"규칙과 자유의 마찰, 감정에서 자기통제 필요."
임자,경술,해,임자와 경술의 해(害)기운. 감정 노출과 정리의 시기.
임자,신해,충,수-금 대립으로 이동·변화 발생.
임자,신해,귀인,도움 손길이 다가오며 관계 성과 향상.
임자,임자,합,임자와 임자의 교류로 조화로운 변화. 사회에서 협력·이익 상승.
임자,계축,합,임자와 계축의 교류로 조화로운 변화. 진로에서 협력·이익 상승.
임자,갑인,생,에너지가 확장되며 진로에서 새로운 돌파구 등장.
임자,을묘,생,에너지가 확장되며 진로에서 새로운 돌파구 등장.
임자,병진,극,"조율이 필요한 시기, 수이 화을 제어한다. 객관적 판단 요구."
임자,정사,극,"조율이 필요한 시기, 수이 화을 제어한다. 객관적 판단 요구."
임자,무오,해,"정서적 정리와 단절, 새 순환을 준비."
임자,무오,귀인,직업에 귀인의 조력 출현. 임자-무오 상호보완 기운.
임자,기미,해,"피로·오해의 흐름, 사회에서 속도조절 필요."
임자,기미,충,기존 구조가 흔들리지만 새로운 선택의 기회.
임자,기미,형,"규칙과 자유의 마찰, 감정에서 자기통제 필요."
임자,경신,형,임자와 경신 사이의 내적 긴장. 심리적 피로 경계.
임자,경신,해,"정서적 정리와 단절, 새 순환을 준비."
임자,경신,귀인,감정에 귀인의 조력 출현. 임자-경신 상호보완 기운.
임자,신유,해,"정서적 정리와 단절, 새 순환을 준비."
임자,신유,귀인,좋은 인연·정보가 열려 감정 안정.
임자,임술,합,"새로운 인연 또는 프로젝트 결합, 사회 안정화."
임자,계해,합,수-수합기운으로 우호관계·창조적 아이디어 발동.
계축,갑자,생,내면이 밝아지고 사회에 기회가 열린다.
계축,을축,생,내면이 밝아지고 사회에 기회가 열린다.
계축,병인,극,"수-화의 충돌로 현실점검 필요, 경험치가 성장한다."
계축,정묘,극,"조율이 필요한 시기, 수이 화을 제어한다. 객관적 판단 요구."
계축,무진,충,수-토 대립으로 이동·변화 발생.
계축,무진,귀인,도움 손길이 다가오며 대인관계 성과 향상.
계축,무진,해,"정서적 정리와 단절, 새 순환을 준비."
계축,기사,충,기존 구조가 흔들리지만 새로운 선택의 기회.
계축,기사,해,"정서적 정리와 단절, 새 순환을 준비."
계축,기사,귀인,좋은 인연·정보가 열려 능률 안정.
계축,경오,형,"형세 재편의 시기, 감정관리 중요."
계축,경오,귀인,좋은 인연·정보가 열려 관계 안정.
계축,신미,해,"피로·오해의 흐름, 진로에서 속도조절 필요."
계축,신미,형,계축와 신미 사이의 내적 긴장. 심리적 피로 경계.
계축,신미,충,계축와 신미 충돌. 대인관계 방향 수정의 전환점.
계축,임신,합,계축와 임신의 교류로 조화로운 변화. 명예에서 협력·이익 상승.
계축,계유,합,"새로운 인연 또는 프로젝트 결합, 명예 안정화."
계축,갑술,생,에너지가 확장되며 진로에서 새로운 돌파구 등장.
계축,을해,생,에너지가 확장되며 사회에서 새로운 돌파구 등장.
계축,병자,극,"수-화의 충돌로 현실점검 필요, 경험치가 성장한다."
계축,정축,극,긴장 속에서 균형을 잡을 때. 명예 변동 예상.
계축,무인,형,계축와 무인 사이의 내적 긴장. 심리적 피로 경계.
계축,무인,귀인,직업에 귀인의 조력 출현. 계축-무인 상호보완 기운.
계축,기묘,해,"피로·오해의 흐름, 사회에서 속도조절 필요."
계축,기묘,충,기존 구조가 흔들리지만 새로운 선택의 기회.
계축,기묘,형,계축와 기묘 사이의 내적 긴장. 심리적 피로 경계.
계축,경진,형,"규칙과 자유의 마찰, 진로에서 자기통제 필요."
계축,경진,귀인,직업에 귀인의 조력 출현. 계축-경진 상호보완 기운.
계축,경진,충,기존 구조가 흔들리지만 새로운 선택의 기회.
계축,신사,귀인,사회에 귀인의 조력 출현. 계축-신사 상호보완 기운.
계축,신사,충,계축와 신사 충돌. 재정 방향 수정의 전환점.
계축,신사,형,"규칙과 자유의 마찰, 감정에서 자기통제 필요."
계축,임오,합,수-수합기운으로 우호관계·창조적 아이디어 발동.
계축,계미,합,"새로운 인연 또는 프로젝트 결합, 진로 안정화."
계축,갑신,생,"성장과 발전의 시기, 수이 목을 북돋워 활력을 준다."
계축,을유,생,에너지가 확장되며 진로에서 새로운 돌파구 등장.
계축,병술,극,긴장 속에서 균형을 잡을 때. 명예 변동 예상.
계축,정해,극,"조율이 필요한 시기, 수이 화을 제어한다. 객관적 판단 요구."
계축,무자,형,"규칙과 자유의 마찰, 진로에서 자기통제 필요."
계축,무자,해,"피로·오해의 흐름, 생활에서 속도조절 필요."
계축,무자,충,수-토 대립으로 이동·변화 발생.
계축,기축,귀인,좋은 인연·정보가 열려 명예 안정.
계축,기축,형,"규칙과 자유의 마찰, 재정에서 자기통제 필요."
계축,기축,충,수-토 대립으로 이동·변화 발생.
계축,경인,형,"규칙과 자유의 마찰, 진로에서 자기통제 필요."
계축,경인,해,"피로·오해의 흐름, 생활에서 속도조절 필요."
계축,신묘,형,"형세 재편의 시기, 감정관리 중요."
계축,신묘,충,기존 구조가 흔들리지만 새로운 선택의 기회.
계축,임진,합,수-수합기운으로 우호관계·창조적 아이디어 발동.
계축,계사,합,수-수합기운으로 우호관계·창조적 아이디어 발동.
계축,갑오,생,에너지가 확장되며 사회에서 새로운 돌파구 등장.
계축,을미,생,에너지가 확장되며 명예에서 새로운 돌파구 등장.
계축,병신,극,"수-화의 충돌로 현실점검 필요, 경험치가 성장한다."
계축,정유,극,"수-화의 충돌로 현실점검 필요, 경험치가 성장한다."
계축,무술,귀인,좋은 인연·정보가 열려 사회 안정.
계축,무술,충,계축와 무술 충돌. 직업 방향 수정의 전환점.
계축,무술,형,"형세 재편의 시기, 감정관리 중요."
계축,무술,해,계축와 무술의 해(害)기운. 감정 노출과 정리의 시기.
계축,기해,귀인,진로에 귀인의 조력 출현. 계축-기해 상호보완 기운.
계축,기해,해,"정서적 정리와 단절, 새 순환을 준비."
계축,기해,충,수-토 대립으로 이동·변화 발생.
계축,경자,충,계축와 경자 충돌. 진로 방향 수정의 전환점.
계축,경자,형,"형세 재편의 시기, 감정관리 중요."
계축,경자,해,"피로·오해의 흐름, 대인관계에서 속도조절 필요."
계축,신축,해,계축와 신축의 해(害)기운. 감정 노출과 정리의 시기.
계축,신축,형,계축와 신축 사이의 내적 긴장. 심리적 피로 경계.
계축,신축,귀인,좋은 인연·정보가 열려 감정 안정.
계축,임인,합,계축와 임인의 교류로 조화로운 변화. 명예에서 협력·이익 상승.
계축,계묘,합,"새로운 인연 또는 프로젝트 결합, 명예 안정화."
계축,갑진,생,"성장과 발전의 시기, 수이 목을 북돋워 활력을 준다."
계축,을사,생,에너지가 확장되며 사회에서 새로운 돌파구 등장.
계축,병오,극,긴장 속에서 균형을 잡을 때. 진로 변동 예상.
계축,정미,극,"수-화의 충돌로 현실점검 필요, 경험치가 성장한다."
계축,무신,충,기존 구조가 흔들리지만 새로운 선택의 기회.
